LotFrontage,OverallQual,MasVnrArea,BsmtFinSF1,TotalBsmtSF,2ndFlrSF,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF
79.0,5,168.0,836,1073,0,1,1,6,0,0,0
70.0,5,0.0,998,1484,0,2,0,7,1,224,0
60.0,5,0.0,664,954,648,2,0,10,1,142,0
69.0,5,0.0,0,264,688,1,1,4,1,141,24
79.0,6,0.0,403,806,620,1,0,5,2,0,0
105.0,6,0.0,0,728,728,2,1,8,0,0,0
70.0,5,0.0,374,1269,0,1,1,6,1,0,0
50.0,5,0.0,0,190,0,1,0,4,0,144,20
60.0,4,0.0,495,720,0,1,0,4,0,0,523
69.0,8,0.0,1231,3200,0,3,0,10,1,264,75
60.0,7,0.0,329,1026,687,2,0,8,0,0,100
65.0,5,89.0,450,864,0,1,0,5,0,64,0
70.0,5,0.0,111,912,0,1,0,5,0,12,285
75.0,7,0.0,400,866,902,2,1,7,0,0,108
70.0,5,0.0,698,1214,0,1,0,6,0,0,0
100.0,7,0.0,1247,1501,0,2,0,6,2,0,54
60.0,5,360.0,0,960,1000,2,0,10,0,0,0
80.0,8,125.0,380,777,846,2,1,8,1,182,81
75.0,6,0.0,27,1218,0,2,0,4,0,0,102
60.0,7,0.0,141,689,689,2,0,7,1,0,0
80.0,5,132.0,991,1041,0,1,0,6,0,224,88
75.0,5,70.0,650,1008,0,1,0,6,2,324,42
40.0,7,94.0,0,1368,0,2,0,6,1,132,35
70.0,5,0.0,521,864,0,1,0,5,0,0,0
71.0,6,0.0,336,1084,0,1,1,5,0,120,0
55.0,5,0.0,0,768,0,1,0,5,0,0,0
94.0,10,305.0,1436,2006,0,2,1,9,1,156,54
69.0,6,333.0,0,689,741,2,1,7,1,0,104
79.0,7,921.0,0,1264,1067,2,1,7,1,220,0
69.0,6,0.0,706,794,914,2,1,7,0,0,36
53.0,7,0.0,0,1276,804,1,1,9,2,0,0
60.0,4,0.0,0,0,600,2,0,7,0,220,114
90.0,6,0.0,777,1244,0,1,1,6,2,0,40
50.0,6,0.0,399,1004,660,2,0,7,2,0,24
95.0,7,594.0,719,1379,1015,2,1,8,1,239,60
62.0,7,0.0,0,1257,0,2,0,6,1,38,144
70.0,5,0.0,377,928,0,1,0,4,0,261,0
67.0,9,268.0,1330,1452,1237,2,1,11,1,126,66
58.0,4,0.0,348,528,0,1,0,5,0,0,0
69.0,6,0.0,1219,2035,0,3,0,9,2,0,0
85.0,6,219.0,783,1461,0,2,0,5,1,224,0
60.0,6,0.0,0,611,611,2,0,6,0,0,0
60.0,5,0.0,0,0,0,1,0,5,1,0,0
50.0,1,0.0,0,0,0,1,0,2,0,0,0
74.0,8,0.0,0,707,707,2,1,6,1,100,35
70.0,5,0.0,969,1117,527,1,0,5,0,85,0
57.0,7,0.0,0,880,844,2,1,8,0,120,155
69.0,4,0.0,600,864,0,1,0,5,0,216,0
69.0,5,188.0,673,1051,0,1,1,7,1,466,0
69.0,8,479.0,1358,1581,0,2,0,6,1,180,0
85.0,9,584.0,1260,1838,0,2,0,8,1,270,68
69.0,8,72.0,0,969,1288,2,1,8,1,0,56
78.0,7,0.0,144,1650,0,2,0,7,1,78,73
34.0,7,182.0,584,723,0,1,0,4,0,120,40
58.0,7,0.0,554,654,832,2,1,7,1,100,24
69.0,7,178.0,1002,1204,806,2,1,9,0,0,0
70.0,6,0.0,300,1065,720,1,1,6,1,0,38
54.0,5,0.0,619,768,0,1,0,5,0,104,0
49.0,5,0.0,180,825,0,1,0,4,0,140,50
75.0,7,0.0,0,912,1182,2,1,8,1,182,182
53.0,6,0.0,559,1069,0,2,0,4,0,0,55
50.0,5,0.0,308,928,0,1,0,5,0,0,0
87.0,8,250.0,0,1709,0,2,0,7,1,169,39
67.0,4,0.0,0,0,0,2,0,5,0,0,96
85.0,7,292.0,866,998,1040,2,1,8,1,320,62
58.0,5,0.0,0,993,0,1,0,5,1,0,0
69.0,5,0.0,895,1092,0,1,0,6,1,268,0
60.0,4,0.0,637,637,439,1,1,7,0,0,47
57.0,7,0.0,604,729,717,2,1,6,1,264,22
69.0,7,18.0,0,1374,0,2,0,7,1,143,20
69.0,5,180.0,1302,1392,0,1,1,5,1,0,0
77.0,5,0.0,1071,1389,0,1,0,6,1,240,38
63.0,5,0.0,290,996,0,1,0,6,1,144,0
66.0,6,0.0,0,1163,511,2,0,8,1,72,36
69.0,7,0.0,728,1095,1129,2,1,9,1,0,40
66.0,6,0.0,0,806,806,1,1,6,0,0,66
77.0,9,245.0,0,1122,1370,2,1,11,1,144,39
70.0,7,168.0,2,1517,0,2,0,7,0,0,0
79.0,8,0.0,1441,1496,636,1,1,5,1,349,40
69.0,5,0.0,943,943,0,1,0,4,2,42,0
74.0,5,108.0,231,1728,0,2,0,10,0,0,0
60.0,6,207.0,414,864,0,1,0,4,0,168,0
83.0,7,0.0,0,846,846,2,1,6,0,208,114
76.0,7,0.0,0,384,656,2,1,8,1,100,0
70.0,5,82.0,349,372,533,1,0,5,0,35,0
80.0,5,0.0,442,832,384,1,0,6,0,158,0
52.0,7,0.0,0,861,600,2,0,6,1,0,50
96.0,5,97.0,328,1164,0,1,0,6,2,160,68
34.0,7,0.0,0,689,689,2,0,5,0,0,102
81.0,5,335.0,0,1050,745,2,0,7,0,0,0
69.0,6,85.0,594,1144,0,1,0,7,2,216,110
98.0,8,306.0,0,2042,0,2,1,8,1,0,90
81.0,6,104.0,816,816,0,1,0,5,0,0,32
75.0,10,0.0,0,1237,1254,3,1,9,1,105,502
51.0,4,0.0,0,884,584,1,0,6,0,0,0
88.0,8,208.0,1460,1868,0,2,0,7,2,326,66
55.0,6,0.0,210,816,0,1,0,5,0,0,0
74.0,5,0.0,672,840,0,1,0,4,0,0,0
65.0,5,0.0,1324,1437,0,1,0,5,2,0,48
50.0,5,0.0,0,742,0,1,0,4,0,0,0
64.0,7,0.0,490,770,812,2,1,6,0,0,45
97.0,10,420.0,1338,1722,568,2,1,10,1,382,274
60.0,5,0.0,816,816,0,1,0,4,0,0,0
69.0,6,170.0,685,848,0,1,0,4,0,140,0
88.0,5,0.0,0,924,0,1,0,5,0,0,0
69.0,8,238.0,1422,1814,0,2,0,7,1,180,75
60.0,6,0.0,0,684,684,1,0,7,0,0,158
53.0,7,72.0,0,1258,0,0,2,7,1,120,16
80.0,5,459.0,1283,1430,0,2,0,7,1,0,0
74.0,8,280.0,546,1058,846,2,1,8,1,179,60
50.0,6,0.0,0,780,595,1,1,6,1,0,162
80.0,8,0.0,789,908,988,2,1,8,1,120,150
88.0,7,99.0,922,1494,0,2,0,6,1,192,36
85.0,7,176.0,454,768,800,2,1,7,3,0,42
82.0,5,0.0,732,1040,0,1,0,6,0,168,0
78.0,5,0.0,603,896,896,3,0,8,0,103,0
78.0,8,0.0,428,965,1254,2,1,10,2,0,0
61.0,4,192.0,903,1029,0,1,0,5,0,64,0
69.0,9,204.0,904,1440,677,2,1,8,2,253,142
69.0,6,233.0,605,1032,0,2,0,6,1,0,0
69.0,8,108.0,990,1299,573,2,1,7,1,160,122
70.0,5,0.0,206,1120,0,1,0,6,0,0,30
80.0,6,156.0,763,936,0,1,0,6,0,120,0
69.0,6,0.0,457,783,702,2,1,7,1,100,75
59.0,6,0.0,0,832,0,1,0,4,0,0,0
90.0,9,452.0,48,1822,0,2,0,9,1,0,108
85.0,8,226.0,871,1482,780,2,1,10,2,168,0
45.0,3,0.0,41,864,0,1,0,5,0,0,0
90.0,6,0.0,956,1522,1066,2,1,9,1,38,243
71.0,5,153.0,560,980,0,1,0,6,0,192,0
69.0,6,513.0,420,756,756,2,1,4,1,0,32
80.0,6,288.0,247,732,778,1,2,8,1,148,0
87.0,6,261.0,0,1116,0,1,1,5,0,0,0
69.0,5,0.0,0,978,0,1,0,6,1,0,0
80.0,6,164.0,674,1156,0,1,0,7,2,0,0
70.0,5,192.0,650,1040,1040,1,2,9,2,335,0
82.0,6,259.0,624,1248,0,1,1,6,0,176,0
50.0,5,0.0,0,636,661,1,0,8,0,0,0
34.0,8,108.0,24,1554,0,2,0,6,1,156,73
85.0,7,209.0,822,1386,0,2,0,6,1,192,0
80.0,5,0.0,480,1056,0,1,0,6,0,390,0
64.0,6,0.0,1056,1056,0,0,0,4,0,264,56
60.0,6,0.0,256,1440,1440,2,0,14,0,0,110
51.0,2,0.0,0,264,0,1,0,4,1,0,0
50.0,5,0.0,0,811,576,2,0,7,0,0,0
67.0,5,0.0,0,796,0,1,0,4,0,328,0
53.0,8,0.0,1154,1520,0,2,0,7,1,312,0
62.0,8,472.0,1218,1518,0,1,1,6,1,185,140
69.0,7,0.0,738,1057,872,2,1,7,1,0,235
75.0,8,0.0,1410,1952,704,2,1,9,3,269,111
80.0,5,263.0,493,780,840,2,1,7,0,208,0
85.0,9,162.0,1121,1766,0,2,1,7,1,195,130
69.0,6,0.0,282,981,0,1,1,5,0,0,312
60.0,5,0.0,0,0,0,1,0,7,0,0,27
85.0,6,216.0,500,1094,0,1,0,5,2,0,0
70.0,6,351.0,0,756,788,1,1,7,1,0,124
65.0,7,0.0,0,813,843,2,1,7,0,0,0
60.0,4,0.0,0,755,755,1,0,7,1,120,0
70.0,7,0.0,0,880,807,2,1,7,1,0,120
60.0,6,0.0,0,756,713,1,0,7,0,57,0
91.0,8,660.0,1696,2109,0,2,1,7,1,236,46
72.0,5,54.0,806,1053,0,1,1,5,0,0,0
60.0,7,0.0,0,776,651,1,1,6,1,0,0
78.0,6,0.0,0,912,546,1,0,6,1,192,0
75.0,5,0.0,637,1486,0,1,0,7,0,0,0
69.0,7,233.0,0,793,793,2,1,7,1,0,113
52.0,8,528.0,1361,1629,762,2,1,8,1,517,76
90.0,4,0.0,920,1138,0,2,0,6,0,0,0
49.0,8,0.0,1721,2077,0,1,1,8,1,192,267
106.0,8,40.0,0,1406,482,2,1,7,1,188,124
69.0,6,113.0,187,1021,915,2,1,7,1,0,265
65.0,6,258.0,1138,1408,0,2,0,7,1,224,42
69.0,5,0.0,988,1188,0,1,1,6,1,304,0
80.0,4,0.0,0,700,0,1,0,5,1,0,0
64.0,6,0.0,193,738,738,2,1,7,0,100,35
54.0,6,0.0,551,672,672,2,0,6,0,147,0
69.0,6,0.0,767,1208,0,1,1,6,1,198,42
80.0,6,0.0,892,1136,0,1,0,5,1,426,0
60.0,4,0.0,0,1095,679,2,0,8,0,0,0
52.0,5,0.0,0,768,0,1,0,5,0,316,0
80.0,8,464.0,0,2046,0,2,1,7,1,322,82
69.0,5,57.0,827,988,0,1,0,5,0,0,0
50.0,6,0.0,543,923,0,2,0,5,1,80,0
55.0,5,0.0,182,793,672,1,0,6,0,0,0
69.0,6,0.0,1003,1291,0,1,0,6,1,307,0
90.0,9,215.0,1059,1626,0,2,0,7,1,257,45
58.0,7,30.0,0,1195,644,2,1,7,0,0,81
69.0,7,0.0,828,1190,900,2,0,6,1,219,0
84.0,7,0.0,0,874,887,3,0,7,0,144,105
69.0,7,0.0,239,551,551,2,1,4,0,0,60
60.0,8,0.0,945,1419,0,2,0,7,1,140,0
61.0,6,256.0,20,1362,0,2,0,6,1,192,28
69.0,6,147.0,697,848,0,1,0,3,1,149,0
104.0,10,1170.0,1455,2444,1872,3,1,10,2,382,50
42.0,7,293.0,965,1210,1281,2,1,9,2,320,27
60.0,5,0.0,0,1073,0,1,0,4,0,0,0
51.0,5,0.0,0,927,472,1,1,5,0,112,0
54.0,6,72.0,980,1112,0,2,0,5,1,125,0
50.0,5,0.0,616,616,0,1,0,4,0,0,0
57.0,5,0.0,210,980,0,1,0,6,0,0,0
65.0,5,0.0,553,894,0,1,0,5,1,416,144
59.0,7,0.0,16,1391,0,2,0,5,0,156,158
85.0,8,630.0,1274,1800,0,2,0,7,1,270,78
80.0,7,168.0,0,1164,0,1,1,6,0,0,0
82.0,8,466.0,0,1234,1312,2,1,10,1,324,100
76.0,5,0.0,0,360,780,2,0,8,1,344,0
70.0,7,109.0,712,1473,0,2,0,7,0,0,35
70.0,4,0.0,0,0,720,2,0,7,0,0,0
69.0,7,351.0,1219,1643,0,2,0,5,2,380,48
48.0,8,176.0,863,1324,0,2,0,6,1,192,38
65.0,7,0.0,0,728,728,2,1,8,1,100,24
69.0,5,41.0,0,876,0,1,0,6,0,0,0
56.0,3,0.0,0,270,0,1,0,5,0,0,0
66.0,4,0.0,0,859,319,1,0,7,0,68,0
40.0,8,0.0,767,1228,0,2,0,5,1,168,120
60.0,4,160.0,789,960,0,1,0,6,0,0,288
69.0,6,289.0,533,725,754,2,1,6,0,0,44
78.0,6,174.0,0,1064,0,2,0,7,1,0,0
60.0,7,0.0,0,718,978,1,1,8,0,0,48
80.0,5,0.0,1084,1176,0,1,1,5,1,224,0
96.0,7,651.0,1173,1311,1093,2,1,9,1,250,154
69.0,5,0.0,523,971,0,1,1,5,1,0,0
69.0,8,0.0,1148,1742,0,2,0,5,1,114,28
69.0,6,169.0,662,848,0,1,0,3,0,160,0
70.0,4,0.0,191,864,0,1,0,5,0,0,0
60.0,4,0.0,0,941,473,2,0,7,0,0,0
86.0,9,340.0,1234,1698,0,2,0,8,1,327,64
60.0,4,0.0,375,864,0,1,0,5,0,96,0
69.0,6,260.0,808,880,0,2,0,5,1,292,44
64.0,7,82.0,724,1232,0,2,0,6,0,132,0
85.0,5,95.0,0,1584,0,2,0,9,0,0,25
52.0,4,0.0,152,780,0,1,0,5,0,0,23
39.0,8,0.0,1180,1595,0,2,0,5,1,237,152
73.0,7,442.0,786,868,0,2,0,6,1,160,22
75.0,7,202.0,252,1153,878,2,1,8,1,192,84
80.0,5,0.0,594,864,0,1,0,6,1,165,0
69.0,5,0.0,0,948,0,1,0,6,0,147,0
60.0,7,0.0,390,880,888,1,1,6,2,0,341
60.0,3,0.0,0,0,0,2,0,6,0,0,0
72.0,8,0.0,0,893,900,2,1,8,1,0,116
60.0,5,0.0,1200,1200,0,3,0,5,0,120,0
65.0,7,0.0,0,864,864,2,1,7,0,187,56
60.0,5,0.0,0,264,664,2,0,7,0,270,0
65.0,6,0.0,832,912,0,1,0,5,0,168,0
65.0,7,108.0,0,1349,0,2,0,6,0,120,55
70.0,5,0.0,444,520,0,2,0,6,1,302,0
41.0,8,0.0,733,1337,0,2,0,5,1,96,0
69.0,8,289.0,575,1142,1540,3,1,11,2,0,204
69.0,7,0.0,300,952,1276,2,1,8,1,224,54
65.0,7,0.0,0,1240,1320,1,1,8,1,181,0
59.0,7,338.0,919,1720,0,2,0,7,1,240,56
50.0,4,0.0,0,0,441,2,0,9,0,92,0
55.0,4,0.0,0,576,348,1,0,7,0,0,160
69.0,7,0.0,0,660,660,2,1,6,0,0,48
79.0,6,0.0,1200,1479,0,2,0,6,0,168,27
80.0,8,178.0,0,1030,1060,2,1,8,1,192,52
61.0,6,0.0,439,1026,0,1,0,5,0,171,48
34.0,6,894.0,381,729,729,2,1,6,0,0,24
68.0,8,0.0,20,866,902,2,1,7,0,144,105
69.0,6,328.0,438,672,714,2,1,6,1,335,0
65.0,8,513.0,56,1318,1203,2,1,9,1,222,98
70.0,6,0.0,612,864,0,1,0,5,0,0,0
60.0,5,0.0,405,1145,0,1,0,5,0,0,0
72.0,7,0.0,24,756,783,2,1,7,0,169,45
82.0,8,673.0,1163,1252,1097,2,1,8,1,0,128
75.0,9,284.0,0,1498,0,2,0,6,1,0,174
80.0,7,42.0,394,980,734,2,1,7,1,228,66
75.0,6,0.0,660,983,767,2,0,7,0,245,0
70.0,7,0.0,24,1860,0,2,0,8,1,120,33
47.0,8,603.0,1416,1650,1589,3,1,12,1,503,36
69.0,5,0.0,685,858,0,1,0,5,0,120,0
67.0,4,0.0,836,836,0,1,0,6,0,0,0
94.0,6,0.0,422,1029,0,1,0,6,1,144,0
70.0,5,1.0,456,912,0,1,0,5,0,0,0
32.0,6,320.0,866,1204,0,2,0,5,0,0,247
86.0,7,240.0,20,1614,0,2,0,7,0,144,59
100.0,5,0.0,762,864,0,1,0,5,1,241,0
60.0,5,320.0,0,0,0,2,0,10,2,0,0
78.0,6,90.0,975,975,0,1,0,4,0,0,0
63.0,7,38.0,0,1237,0,2,0,6,1,220,21
65.0,6,0.0,387,761,793,2,1,7,0,0,124
67.0,7,0.0,0,1413,0,2,0,6,0,0,33
69.0,5,104.0,1097,1097,0,1,0,4,1,303,30
35.0,6,0.0,0,742,742,2,0,9,1,0,291
69.0,6,0.0,251,1372,0,2,0,7,1,0,0
60.0,5,0.0,686,686,686,2,0,7,0,0,0
76.0,7,0.0,656,956,1128,2,1,8,0,0,45
50.0,4,0.0,0,901,0,1,0,4,0,0,0
69.0,6,157.0,568,832,1111,2,1,9,0,133,168
43.0,7,11.0,16,1145,0,2,0,5,1,100,16
69.0,6,0.0,539,1029,0,1,0,5,2,120,0
92.0,7,0.0,862,1117,886,2,1,8,1,180,130
76.0,8,140.0,0,1496,0,2,0,7,0,168,130
69.0,7,0.0,0,712,809,2,1,7,1,143,46
70.0,6,130.0,0,650,676,2,1,7,1,0,50
71.0,6,148.0,0,660,0,1,1,7,1,138,0
57.0,5,0.0,570,773,0,1,0,4,0,0,0
104.0,9,860.0,0,1926,1174,3,1,11,2,144,78
60.0,5,252.0,569,731,787,1,1,7,2,0,0
79.0,6,0.0,462,616,1072,2,1,8,0,403,114
40.0,4,0.0,197,1196,0,1,0,5,0,0,0
63.0,7,0.0,648,728,728,2,1,7,1,36,18
107.0,9,424.0,0,1734,1088,3,1,12,1,52,170
75.0,5,0.0,812,936,0,1,0,5,0,0,0
91.0,7,256.0,0,1417,0,2,0,6,0,0,60
75.0,5,0.0,400,980,0,2,0,6,0,68,0
85.0,5,1047.0,516,1024,0,1,0,6,1,0,0
90.0,5,0.0,0,849,1063,2,0,11,0,40,156
78.0,6,99.0,663,1040,0,1,1,5,1,265,0
69.0,6,169.0,662,848,0,1,0,4,1,140,0
66.0,5,0.0,0,540,0,1,0,4,0,0,0
75.0,6,243.0,608,1442,0,1,1,7,0,0,0
45.0,5,0.0,0,686,564,1,1,7,0,207,0
48.0,7,442.0,0,1649,0,2,0,6,0,0,34
69.0,5,0.0,486,1008,0,1,0,4,1,0,0
69.0,8,148.0,1218,1568,0,2,0,7,2,150,59
80.0,6,80.0,504,1010,0,1,0,6,0,0,0
44.0,7,128.0,733,1358,0,2,0,6,1,192,35
72.0,7,0.0,0,798,842,2,1,6,0,0,45
60.0,4,0.0,0,936,0,1,0,4,0,0,32
69.0,7,0.0,0,847,886,2,1,7,1,100,48
60.0,6,0.0,0,778,545,2,0,7,1,335,0
81.0,8,0.0,0,1489,0,2,0,7,1,0,140
50.0,5,0.0,784,784,0,1,0,5,0,0,0
65.0,7,0.0,20,1454,0,2,0,6,1,290,39
69.0,5,0.0,249,1013,966,2,1,7,0,486,0
80.0,6,387.0,1040,1392,0,1,1,6,2,0,0
44.0,7,223.0,483,941,888,2,1,7,1,192,39
100.0,6,180.0,196,1516,0,1,1,6,0,0,0
75.0,5,136.0,572,1144,0,1,0,6,0,0,0
60.0,4,0.0,442,1067,0,2,0,4,0,290,0
90.0,5,0.0,338,1559,0,1,0,5,0,0,116
75.0,5,0.0,0,1099,0,1,1,6,0,278,0
70.0,5,0.0,352,768,432,1,0,6,0,0,0
69.0,6,0.0,156,672,672,2,0,7,0,0,0
60.0,5,0.0,0,650,581,2,0,8,1,70,78
82.0,6,183.0,312,1127,0,1,1,6,0,0,129
80.0,5,0.0,0,1800,0,2,0,10,0,0,0
100.0,5,0.0,0,876,540,1,1,7,1,418,0
69.0,5,0.0,1390,1390,0,2,0,6,2,0,0
75.0,7,137.0,513,740,769,2,1,7,1,234,72
36.0,5,0.0,460,864,0,1,0,5,1,0,0
75.0,6,0.0,0,907,1051,3,0,10,1,486,40
80.0,6,360.0,0,528,761,2,1,7,1,113,100
36.0,6,170.0,659,848,0,1,0,3,0,140,0
69.0,8,40.0,0,1273,0,2,0,7,1,143,20
53.0,7,0.0,364,918,728,2,0,7,2,0,0
69.0,6,115.0,564,1127,0,1,1,7,1,180,0
102.0,5,0.0,306,1763,0,1,1,6,1,0,418
69.0,5,0.0,659,1040,0,1,1,6,0,0,104
69.0,6,0.0,505,940,0,1,0,5,0,0,0
65.0,6,0.0,0,702,779,2,1,6,1,0,36
80.0,7,189.0,0,1090,0,2,0,6,1,0,0
69.0,6,220.0,619,1054,1142,2,1,9,1,0,65
55.0,7,0.0,0,912,514,1,1,7,1,0,240
75.0,5,0.0,841,1039,0,1,1,6,0,0,0
81.0,6,0.0,338,1040,0,2,0,6,0,0,0
70.0,5,0.0,1148,1148,0,1,0,6,0,0,0
72.0,7,0.0,0,1372,0,2,0,6,0,0,140
69.0,5,76.0,828,1002,0,1,0,5,0,0,0
67.0,8,274.0,0,1638,0,2,0,6,1,192,80
85.0,4,0.0,932,1040,0,1,1,5,0,168,0
69.0,5,0.0,0,0,720,2,0,7,1,120,144
80.0,7,246.0,750,1050,887,2,1,8,1,156,90
60.0,5,0.0,0,894,0,1,0,5,0,0,0
70.0,6,116.0,505,804,878,2,1,7,0,0,77
74.0,5,0.0,0,105,0,1,0,5,0,196,0
60.0,5,0.0,375,832,0,1,0,6,1,0,28
52.0,5,0.0,0,676,455,1,1,5,0,26,0
75.0,8,0.0,64,1184,1426,2,1,11,1,208,364
94.0,4,0.0,633,1064,0,1,0,5,0,0,0
74.0,9,216.0,1170,1462,762,2,1,10,1,184,0
88.0,5,0.0,899,1109,0,1,0,6,0,192,0
69.0,5,90.0,646,864,0,1,0,6,0,0,0
60.0,5,0.0,980,1090,0,1,1,5,0,0,49
44.0,7,117.0,902,1156,530,2,1,7,1,168,36
69.0,6,0.0,0,808,785,2,1,7,1,342,40
60.0,4,0.0,0,795,795,1,0,10,0,0,188
65.0,5,60.0,432,892,0,1,0,5,0,0,0
50.0,9,60.0,1238,1698,0,2,0,5,1,97,65
70.0,5,122.0,528,1626,0,2,0,8,0,272,54
59.0,5,0.0,0,816,521,1,1,8,0,121,0
95.0,8,0.0,351,2217,0,2,0,8,1,81,207
60.0,5,0.0,0,672,252,1,0,6,1,0,0
70.0,6,92.0,226,918,765,2,1,7,1,243,0
70.0,6,0.0,663,1059,0,1,0,6,0,192,0
69.0,5,0.0,1064,1383,0,1,0,6,1,511,116
64.0,5,0.0,0,0,0,2,0,8,0,0,0
71.0,6,415.0,400,780,813,1,1,8,1,0,50
50.0,4,0.0,285,951,0,1,0,6,0,0,28
64.0,5,0.0,0,0,1120,2,0,12,0,154,0
100.0,9,760.0,2188,2330,0,2,1,11,2,0,67
65.0,5,0.0,465,912,0,1,0,6,1,0,0
69.0,4,0.0,322,858,0,1,0,4,0,0,0
64.0,5,0.0,860,992,0,1,0,5,0,0,0
63.0,7,0.0,0,783,702,2,1,8,1,0,75
50.0,7,27.0,0,1670,0,2,0,7,1,144,60
69.0,5,75.0,599,876,0,1,0,6,0,0,0
80.0,5,110.0,354,1056,0,1,0,6,0,0,0
86.0,7,0.0,223,1017,1037,1,1,6,1,0,0
69.0,5,0.0,301,864,0,1,0,5,0,164,0
80.0,5,361.0,443,1105,1169,2,0,12,0,0,0
69.0,5,0.0,196,1268,0,1,1,5,0,173,0
51.0,5,0.0,489,768,0,1,0,6,0,0,0
82.0,5,0.0,284,1001,1001,2,0,8,0,0,0
50.0,2,0.0,50,480,0,0,0,4,0,0,0
69.0,4,0.0,1059,1134,0,1,0,6,0,0,0
103.0,7,0.0,48,1104,1215,2,1,8,1,72,192
87.0,6,0.0,528,1184,0,1,0,6,1,0,51
70.0,6,105.0,814,928,785,2,1,7,0,300,87
67.0,5,0.0,1084,1272,928,2,2,9,0,0,70
65.0,6,0.0,28,1316,0,2,0,6,1,100,0
50.0,6,0.0,165,1604,0,2,0,5,1,0,69
79.0,6,157.0,625,1686,0,2,0,7,1,384,131
69.0,5,0.0,767,1126,0,2,0,6,0,180,0
93.0,8,340.0,0,1181,1140,2,1,10,1,104,100
69.0,7,342.0,552,832,880,2,1,9,1,0,43
69.0,8,0.0,0,1753,0,2,0,7,1,202,151
69.0,7,285.0,0,964,1243,2,1,8,1,0,0
73.0,8,0.0,16,1466,0,2,0,7,0,100,18
70.0,5,0.0,338,925,0,1,0,5,0,0,0
84.0,9,302.0,0,1905,0,2,0,8,1,0,191
63.0,7,210.0,20,1500,0,2,0,6,0,192,36
52.0,4,108.0,0,600,0,1,0,5,0,0,0
67.0,7,0.0,833,1176,0,2,0,5,0,0,41
75.0,7,0.0,341,1113,858,2,1,8,1,0,48
73.0,7,0.0,464,1391,571,2,1,7,0,0,90
69.0,7,0.0,0,1032,1196,2,0,10,2,56,0
55.0,6,0.0,936,1728,0,2,0,8,0,40,0
69.0,7,298.0,772,992,1038,2,1,8,1,0,0
42.0,4,0.0,1440,1440,0,2,0,8,0,321,0
100.0,5,0.0,0,1632,0,2,0,8,0,0,0
69.0,6,541.0,111,819,0,1,0,7,1,0,118
98.0,5,0.0,1088,1088,561,1,0,7,0,48,0
70.0,5,128.0,748,1144,0,1,0,6,1,86,0
85.0,8,236.0,1300,1616,0,2,0,9,1,0,252
65.0,7,144.0,0,936,840,2,1,7,1,144,96
78.0,6,0.0,982,1161,0,1,1,5,1,0,0
60.0,5,0.0,398,864,0,1,0,5,0,194,0
60.0,5,0.0,641,828,0,1,0,6,0,421,0
60.0,5,0.0,660,768,0,1,0,5,0,192,0
69.0,5,232.0,562,784,800,2,1,7,1,305,189
35.0,6,250.0,945,945,0,2,0,4,0,0,0
82.0,6,423.0,484,979,979,2,0,8,0,0,0
70.0,5,0.0,417,1057,0,1,0,6,0,0,0
65.0,7,0.0,699,1337,0,2,0,6,0,0,39
50.0,5,0.0,696,858,0,1,0,4,0,117,0
69.0,6,424.0,896,1330,1330,2,1,11,1,550,282
80.0,7,44.0,624,817,1070,2,1,8,1,0,40
65.0,6,0.0,0,783,701,2,1,8,1,0,72
69.0,5,151.0,902,1098,0,1,0,6,0,0,0
