LotFrontage,OverallQual,MasVnrArea,BsmtFinSF1,TotalBsmtSF,2ndFlrSF,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF
50.0,3,0.0,0,600,368,1,0,6,0,0,0
75.0,6,105.0,513,588,0,1,0,6,0,0,0
60.0,4,0.0,0,720,472,1,1,6,0,0,0
36.0,7,106.0,567,764,862,2,0,6,0,0,27
55.0,6,0.0,0,918,0,2,0,5,1,28,0
95.0,7,0.0,0,1428,0,2,0,6,0,0,120
60.0,7,0.0,0,728,883,1,0,8,0,509,135
69.0,7,0.0,641,673,709,2,1,6,0,153,50
51.0,4,0.0,0,440,0,1,0,4,0,0,0
35.0,7,0.0,1106,1241,0,1,1,4,0,0,116
68.0,4,0.0,552,894,0,1,0,5,0,0,0
80.0,5,0.0,651,1121,0,1,0,5,0,0,80
69.0,7,210.0,867,944,0,1,0,6,0,144,76
98.0,8,975.0,854,1225,1336,2,1,8,1,250,0
43.0,7,16.0,0,1266,0,2,0,6,1,100,16
69.0,8,0.0,0,1128,1141,2,1,9,1,0,0
75.0,5,0.0,0,0,432,2,0,8,0,0,0
68.0,5,0.0,1040,1164,0,1,0,5,0,0,48
59.0,6,0.0,0,485,634,1,0,5,0,394,0
83.0,9,450.0,1646,1930,0,2,1,8,1,168,95
69.0,6,298.0,156,848,912,2,1,8,1,0,224
65.0,7,0.0,0,770,798,2,1,6,0,0,50
82.0,8,423.0,1074,1396,985,2,1,7,1,0,70
80.0,6,340.0,536,822,831,2,1,7,1,239,42
68.0,6,0.0,0,750,750,2,1,6,0,0,35
96.0,10,230.0,1172,1700,0,2,0,7,1,216,48
51.0,4,0.0,384,747,456,1,1,5,0,0,57
69.0,5,0.0,915,1050,0,1,0,6,0,0,319
69.0,6,571.0,0,1442,0,2,0,6,1,371,0
60.0,3,0.0,0,1007,0,1,0,6,1,0,100
64.0,7,24.0,686,1187,0,2,0,6,0,105,61
74.0,3,0.0,0,0,0,1,0,4,0,0,0
60.0,5,0.0,0,691,0,1,0,4,0,0,20
75.0,8,53.0,24,1574,0,2,0,7,1,144,104
69.0,5,164.0,0,1680,0,2,0,8,0,0,0
43.0,7,16.0,16,1346,0,2,0,7,1,156,0
65.0,5,220.0,595,985,0,2,0,6,0,210,0
69.0,6,0.0,1237,1657,0,2,0,7,1,0,0
43.0,7,108.0,0,1710,0,2,0,7,1,100,48
60.0,5,0.0,0,1008,0,2,0,7,0,0,0
75.0,5,0.0,0,0,0,2,0,8,0,0,0
55.0,6,0.0,0,602,602,1,1,7,2,96,0
60.0,5,0.0,247,1022,0,1,0,4,0,0,30
60.0,6,206.0,336,1082,0,1,0,5,1,0,130
70.0,8,0.0,643,810,855,2,1,6,0,0,45
73.0,7,196.0,690,1504,0,2,0,6,1,115,66
69.0,8,0.0,1036,1220,0,1,0,4,1,63,0
69.0,7,76.0,0,384,670,2,1,7,1,164,0
43.0,7,145.0,16,1362,0,2,0,6,1,142,20
60.0,4,0.0,1024,1132,0,1,1,5,0,252,64
64.0,7,84.0,684,1199,0,2,0,6,0,105,54
52.0,5,0.0,324,912,336,1,0,6,0,0,0
43.0,7,14.0,16,1346,0,2,0,7,1,156,20
69.0,8,0.0,1165,1565,0,2,0,10,1,0,72
70.0,5,0.0,138,882,0,1,0,5,0,96,0
73.0,5,324.0,697,1268,0,1,0,6,2,0,0
71.0,8,338.0,1513,1638,0,2,0,7,1,192,44
79.0,5,0.0,368,768,408,1,0,6,1,0,0
69.0,5,0.0,0,686,980,2,0,10,0,0,0
102.0,7,0.0,523,824,998,2,1,12,2,136,63
69.0,8,0.0,1012,1338,1168,2,1,10,1,209,55
69.0,7,295.0,986,1654,0,2,0,6,0,0,136
50.0,5,0.0,0,920,0,1,0,5,1,0,0
69.0,4,0.0,0,0,0,1,0,5,0,186,0
89.0,9,70.0,1022,1620,0,2,0,6,1,228,0
69.0,8,396.0,0,1055,1208,2,1,7,1,0,45
88.0,5,67.0,168,1134,0,2,0,8,1,0,0
69.0,6,252.0,400,800,832,1,1,7,0,0,40
34.0,6,135.0,900,1306,0,2,0,5,1,170,63
86.0,7,99.0,1085,1475,797,2,1,10,1,192,121
80.0,8,0.0,1104,2524,0,2,1,9,1,474,120
69.0,3,0.0,0,0,0,2,0,8,1,0,0
85.0,9,208.0,240,1992,876,3,1,11,1,214,108
57.0,5,0.0,686,990,0,1,0,5,0,0,0
100.0,5,75.0,0,0,0,1,0,9,1,0,0
60.0,4,0.0,0,0,0,1,0,6,0,0,0
73.0,7,0.0,0,1302,0,2,0,6,0,0,22
103.0,7,0.0,0,1316,0,2,0,6,1,0,20
100.0,6,272.0,442,816,850,1,1,9,1,0,52
68.0,5,145.0,383,1216,0,1,0,7,1,116,78
90.0,8,210.0,932,1065,898,2,1,7,1,199,60
104.0,6,160.0,644,1193,0,2,0,7,1,0,0
43.0,7,240.0,659,1364,0,2,0,6,1,192,36
69.0,7,0.0,595,973,871,2,1,7,1,168,98
96.0,9,154.0,936,1104,1054,2,1,10,1,0,102
69.0,6,480.0,297,854,895,1,1,7,1,0,0
41.0,8,0.0,616,1338,0,2,0,6,0,0,0
85.0,5,0.0,0,662,915,2,0,10,0,0,57
50.0,6,0.0,397,1103,0,1,0,5,1,166,120
69.0,5,200.0,740,1154,0,1,1,6,1,0,58
80.0,7,0.0,1201,1306,954,2,1,7,0,296,44
59.0,6,0.0,0,799,772,2,1,7,1,0,40
80.0,6,360.0,674,780,813,1,1,7,0,328,128
42.0,6,0.0,837,942,1230,2,1,10,1,728,20
60.0,5,0.0,220,845,0,1,0,4,0,0,0
72.0,5,120.0,586,1048,0,1,0,6,0,0,20
78.0,6,0.0,298,727,727,1,1,8,0,0,0
50.0,5,0.0,0,810,454,1,0,7,1,0,0
75.0,6,140.0,535,690,728,1,1,6,0,252,0
74.0,7,0.0,0,1240,0,2,0,5,0,140,93
75.0,7,0.0,410,800,780,1,1,6,2,0,0
60.0,5,0.0,626,796,370,2,0,7,1,436,21
69.0,5,0.0,75,1096,0,1,0,6,0,240,32
37.0,6,169.0,662,848,0,1,0,3,1,140,0
65.0,5,0.0,495,990,0,1,0,5,0,0,64
80.0,6,144.0,656,1258,0,2,0,5,0,55,0
75.0,5,0.0,824,1040,0,1,1,5,0,0,0
70.0,7,100.0,0,1459,0,2,0,6,1,192,39
80.0,6,425.0,553,1251,0,1,0,6,2,0,116
69.0,6,0.0,592,691,807,2,1,6,1,315,44
73.0,6,0.0,747,936,0,1,0,5,0,120,0
69.0,4,0.0,334,546,546,1,1,6,0,120,96
85.0,8,0.0,0,1082,871,2,1,9,1,160,50
37.0,8,0.0,1039,1247,0,1,1,4,1,0,84
60.0,3,0.0,0,0,0,2,0,6,0,0,0
60.0,6,0.0,423,1181,304,2,0,7,1,342,0
71.0,5,166.0,661,864,0,1,1,6,0,0,64
74.0,5,0.0,248,936,0,1,0,4,0,0,0
78.0,6,0.0,24,1314,0,2,0,6,1,0,22
60.0,6,0.0,0,684,582,1,1,7,0,136,0
69.0,8,0.0,0,1074,0,1,1,5,0,0,74
50.0,4,0.0,672,672,567,1,0,6,0,0,0
82.0,7,206.0,704,1271,0,2,0,7,1,0,0
60.0,2,0.0,290,290,0,1,0,3,0,0,0
61.0,5,0.0,412,950,0,1,0,5,0,0,0
70.0,5,45.0,588,1010,0,1,0,6,0,0,16
79.0,6,0.0,655,655,0,1,0,6,1,0,0
98.0,8,362.0,1032,1463,1122,2,1,9,2,186,32
69.0,6,0.0,0,924,742,2,1,7,1,100,48
107.0,8,42.0,1039,1836,0,2,0,7,1,125,185
69.0,6,0.0,219,773,885,2,1,8,1,224,84
80.0,7,660.0,403,803,866,2,1,8,1,0,69
73.0,5,0.0,708,816,0,1,0,5,0,0,0
66.0,5,0.0,643,1008,0,1,0,6,0,0,18
90.0,5,0.0,415,833,0,1,0,4,0,0,0
93.0,8,328.0,1004,1734,0,2,0,7,1,0,0
69.0,8,0.0,353,408,640,2,1,7,1,120,0
57.0,5,0.0,702,894,0,1,0,5,0,0,0
85.0,5,0.0,0,533,580,1,0,6,0,280,34
70.0,5,0.0,369,1040,0,1,0,6,0,140,0
59.0,6,0.0,0,1012,0,1,0,6,1,0,22
84.0,7,196.0,24,1552,0,2,0,7,0,144,20
69.0,4,0.0,0,672,0,1,0,5,0,64,0
50.0,5,0.0,0,698,0,1,0,4,0,0,200
69.0,7,170.0,0,384,670,2,1,7,1,100,25
60.0,4,0.0,0,1005,0,1,0,5,1,0,0
53.0,7,130.0,0,1373,0,2,0,7,1,143,20
59.0,7,0.0,0,847,1112,2,1,8,1,100,48
60.0,5,180.0,936,936,0,1,0,4,0,49,0
65.0,4,0.0,622,1122,653,2,0,7,2,431,44
63.0,5,0.0,212,974,0,1,0,5,0,0,28
90.0,6,0.0,0,1008,1032,2,0,8,0,0,48
80.0,8,0.0,584,1128,878,2,1,8,1,0,155
57.0,6,0.0,0,916,684,2,1,7,1,100,38
60.0,6,0.0,0,960,0,1,0,5,1,0,128
80.0,6,0.0,280,1032,220,1,0,6,0,0,0
54.0,5,0.0,0,780,240,1,0,6,0,0,0
69.0,6,0.0,1567,1567,0,2,0,5,2,264,32
98.0,5,0.0,645,915,0,1,0,6,1,0,0
60.0,5,0.0,852,952,0,1,0,4,0,0,0
69.0,5,44.0,381,780,780,2,1,9,1,448,96
77.0,8,340.0,1150,1466,1362,3,0,11,1,125,144
69.0,5,0.0,288,1006,0,1,0,5,0,0,24
60.0,4,0.0,348,672,252,1,0,5,0,0,0
52.0,5,0.0,0,1042,534,1,0,8,1,0,0
69.0,6,85.0,1258,1298,0,2,0,5,1,165,26
75.0,7,0.0,275,704,704,1,1,7,1,0,0
69.0,7,0.0,0,572,539,1,0,5,1,0,0
50.0,7,0.0,624,650,650,1,0,7,0,0,0
57.0,6,0.0,0,932,0,1,0,4,1,0,0
90.0,6,0.0,296,1073,0,1,0,6,1,0,0
69.0,6,0.0,538,816,0,1,0,5,0,0,0
69.0,7,288.0,454,864,918,1,2,8,2,60,84
90.0,5,0.0,1157,1437,0,2,0,6,1,0,21
85.0,5,0.0,633,1219,0,2,0,6,1,0,92
34.0,7,166.0,904,1314,0,2,0,6,1,172,62
92.0,8,186.0,0,1580,0,2,0,7,0,0,24
76.0,6,270.0,442,901,933,2,1,8,1,0,69
69.0,6,72.0,728,1296,0,1,0,7,1,108,0
60.0,4,0.0,1198,1198,0,0,2,6,0,120,0
69.0,5,0.0,680,1360,0,1,1,5,1,168,180
79.0,7,268.0,0,1502,0,2,0,7,0,0,114
64.0,8,72.0,0,1694,0,2,0,7,0,160,33
58.0,6,0.0,786,959,712,2,1,7,1,0,38
76.0,6,0.0,522,1096,0,1,0,6,1,203,0
76.0,6,0.0,662,1261,0,1,0,6,1,0,0
35.0,7,0.0,0,625,625,2,1,5,0,0,54
80.0,6,0.0,503,952,1175,2,1,9,1,0,0
85.0,8,337.0,700,1683,743,2,1,9,1,0,33
37.0,5,0.0,658,876,0,1,0,5,0,362,0
69.0,6,0.0,468,818,406,1,0,5,0,0,0
54.0,5,0.0,0,731,523,1,1,7,1,192,0
77.0,5,0.0,0,0,0,1,0,5,1,0,36
69.0,7,0.0,1216,1216,1216,2,1,8,0,0,0
64.0,8,186.0,1480,1600,0,2,0,5,1,162,53
60.0,5,0.0,821,1120,0,1,0,5,1,229,0
50.0,5,226.0,1159,1572,0,1,1,5,2,0,263
60.0,5,0.0,392,784,272,1,0,7,0,0,0
107.0,3,0.0,440,978,685,2,0,7,0,0,74
89.0,8,0.0,1456,1624,0,2,0,5,1,0,114
68.0,7,95.0,0,831,829,2,1,7,0,144,68
60.0,7,0.0,0,994,776,2,1,7,1,140,60
69.0,4,149.0,1159,1249,0,1,0,7,1,439,0
60.0,5,0.0,0,702,630,1,0,6,0,0,0
69.0,6,425.0,883,1224,0,2,0,5,0,0,304
80.0,6,143.0,371,663,689,1,1,7,0,379,36
51.0,6,0.0,0,728,728,2,1,8,0,100,24
58.0,7,0.0,0,879,984,2,1,9,1,100,17
65.0,7,0.0,0,815,875,1,0,7,1,0,0
70.0,7,0.0,0,1212,0,2,0,6,0,356,0
75.0,4,51.0,547,1051,0,1,1,6,1,0,82
71.0,4,0.0,0,864,0,1,0,5,0,0,0
80.0,7,0.0,0,866,913,2,1,6,0,198,36
50.0,5,0.0,0,884,464,1,0,5,1,0,0
75.0,7,171.0,0,1630,0,2,0,6,1,74,234
78.0,5,0.0,788,1056,0,1,1,6,0,0,88
90.0,7,234.0,485,2158,0,2,0,7,1,84,70
69.0,4,0.0,1056,1056,0,1,0,5,0,0,42
70.0,6,120.0,340,1682,0,2,0,7,0,192,23
70.0,5,0.0,504,931,0,1,0,6,0,0,0
85.0,8,420.0,1220,1660,0,2,0,8,1,322,50
70.0,6,0.0,0,1055,790,2,1,8,1,635,104
50.0,4,0.0,344,672,0,1,0,4,0,0,113
69.0,4,0.0,648,648,0,0,0,3,0,88,0
69.0,5,0.0,784,925,0,1,0,6,0,150,72
99.0,5,0.0,180,894,0,1,0,5,0,0,0
68.0,6,0.0,0,0,584,2,0,8,0,0,0
72.0,8,72.0,936,1300,0,2,0,6,0,135,112
52.0,4,0.0,0,0,240,1,0,3,0,0,0
66.0,5,0.0,312,912,0,1,0,5,0,0,0
55.0,5,0.0,250,952,0,1,0,5,1,0,63
78.0,6,320.0,196,1040,678,2,0,7,1,0,0
89.0,5,44.0,756,2136,0,2,0,7,0,0,30
60.0,7,0.0,724,788,702,2,1,8,1,100,75
65.0,6,63.0,507,588,0,1,0,6,0,224,0
86.0,6,74.0,0,894,1039,2,1,9,1,100,18
72.0,5,300.0,595,912,0,1,0,5,0,0,240
65.0,9,766.0,1540,1702,0,1,1,7,1,0,72
70.0,5,0.0,666,1075,0,2,0,7,0,0,0
69.0,5,1.0,498,1361,1259,2,2,12,1,155,24
70.0,5,120.0,803,1106,0,1,0,6,0,0,18
70.0,4,0.0,0,0,0,2,0,6,0,0,0
69.0,5,180.0,1000,1188,0,1,0,6,0,0,0
55.0,5,0.0,0,940,940,1,1,7,0,0,192
96.0,5,0.0,0,747,892,1,1,9,0,203,40
36.0,7,106.0,0,764,862,2,1,6,0,0,27
41.0,7,0.0,0,847,1101,2,1,8,1,100,48
63.0,6,0.0,0,1141,0,1,1,6,0,0,0
64.0,8,32.0,428,1476,0,2,0,6,1,120,33
65.0,7,252.0,550,884,884,2,1,8,0,0,63
83.0,7,0.0,0,1689,0,2,0,7,0,0,56
85.0,7,81.0,885,1053,0,2,0,6,2,0,120
107.0,10,0.0,1386,2076,0,2,1,7,1,216,229
69.0,8,0.0,0,792,725,1,0,7,2,0,0
78.0,6,74.0,0,585,728,3,1,7,1,268,112
65.0,7,0.0,0,756,797,2,1,6,0,0,45
69.0,6,335.0,539,1012,0,1,0,6,0,0,0
60.0,6,0.0,319,735,924,1,1,8,1,0,0
60.0,5,0.0,534,876,0,1,0,6,0,0,80
93.0,7,0.0,1065,2110,0,2,1,8,2,0,0
69.0,7,163.0,0,1405,0,2,0,6,1,148,36
62.0,5,0.0,510,864,0,1,0,5,0,33,0
69.0,7,0.0,125,1192,651,2,1,9,2,220,47
60.0,7,92.0,0,746,896,2,1,7,1,178,128
52.0,6,0.0,425,884,408,1,0,6,1,0,0
91.0,8,554.0,1314,1986,0,2,0,7,1,262,36
56.0,5,0.0,0,864,0,1,0,4,0,0,96
59.0,7,182.0,655,856,0,2,0,5,0,212,0
65.0,6,0.0,602,1054,0,1,1,6,0,180,0
69.0,6,0.0,0,841,783,2,1,7,1,0,103
80.0,5,0.0,504,1050,0,1,0,5,0,0,0
69.0,4,0.0,0,1104,684,1,0,8,2,120,0
60.0,6,0.0,0,764,764,1,0,8,1,0,0
34.0,6,0.0,266,1405,0,2,0,5,0,144,68
35.0,7,218.0,450,691,739,2,1,6,0,0,34
60.0,7,0.0,0,925,925,1,1,9,1,0,0
89.0,9,0.0,0,2002,0,2,0,10,1,144,76
69.0,8,632.0,192,728,1479,3,1,11,2,314,12
78.0,5,180.0,460,874,650,1,1,7,0,0,0
69.0,7,0.0,1258,1332,192,0,1,4,1,268,0
69.0,6,0.0,0,1489,0,2,0,7,1,0,0
69.0,5,114.0,560,935,0,1,0,5,0,180,0
53.0,5,0.0,0,661,589,2,0,8,1,242,0
95.0,5,567.0,220,928,992,2,0,10,0,0,0
69.0,6,0.0,593,723,660,1,1,6,1,294,116
69.0,6,359.0,528,1680,0,1,1,7,1,0,0
75.0,8,0.0,804,1128,903,2,1,7,1,0,211
60.0,4,0.0,0,698,430,1,0,6,0,30,0
67.0,7,110.0,788,1573,0,2,0,6,0,0,72
50.0,7,54.0,1053,1309,0,2,0,6,1,0,58
61.0,5,0.0,532,1040,0,2,0,5,0,0,0
94.0,6,0.0,0,912,912,2,2,8,0,128,0
50.0,6,0.0,0,804,748,2,0,10,1,272,0
50.0,6,0.0,0,780,587,1,0,6,1,45,0
69.0,6,451.0,569,1328,0,1,1,6,2,0,26
69.0,5,621.0,812,1624,0,2,0,7,0,168,198
40.0,8,0.0,1158,1501,0,2,0,5,1,212,59
86.0,8,788.0,0,1085,850,2,1,8,1,177,74
69.0,5,86.0,1014,1152,0,1,0,6,1,227,0
60.0,5,0.0,0,994,994,2,0,11,0,0,287
78.0,7,0.0,194,832,832,2,1,8,1,0,28
60.0,5,0.0,167,864,0,1,0,5,0,0,0
70.0,5,168.0,1016,1052,0,1,1,5,0,356,0
80.0,5,148.0,776,1120,0,2,0,6,0,192,20
35.0,6,82.0,547,547,0,2,0,5,0,0,44
75.0,5,0.0,340,1246,0,1,1,6,0,218,0
69.0,7,344.0,694,978,978,2,1,9,1,0,0
69.0,6,0.0,547,771,741,1,0,7,2,0,0
92.0,8,391.0,740,1165,1323,2,1,8,1,309,78
73.0,7,228.0,0,1616,0,2,0,7,0,208,59
32.0,7,117.0,0,976,732,2,0,7,0,0,40
48.0,7,94.0,0,1368,0,2,0,6,1,132,35
60.0,5,0.0,746,990,0,1,0,5,0,0,64
100.0,5,0.0,144,924,0,1,0,6,0,0,36
69.0,6,88.0,1200,1278,0,2,0,6,0,112,51
100.0,7,0.0,1406,1902,0,2,0,7,2,0,207
68.0,7,80.0,925,1274,0,2,0,6,0,264,98
69.0,8,336.0,482,1453,1357,2,1,9,1,500,0
60.0,4,0.0,732,948,0,1,0,5,1,0,36
85.0,6,0.0,500,952,1020,2,1,9,2,280,0
61.0,8,270.0,0,1622,0,2,0,8,1,172,42
47.0,7,0.0,0,1352,0,2,0,5,1,0,241
69.0,8,178.0,0,1753,0,2,0,7,1,198,150
75.0,4,132.0,492,864,0,1,0,5,0,0,0
70.0,6,0.0,189,1478,0,1,1,6,2,114,0
69.0,3,0.0,0,0,0,1,0,4,0,0,0
107.0,7,0.0,674,750,862,2,1,8,1,240,39
50.0,4,0.0,280,420,0,1,0,5,0,164,0
75.0,8,428.0,0,1795,0,2,0,7,1,0,49
40.0,4,0.0,0,796,0,1,0,5,0,0,0
70.0,3,0.0,544,544,0,1,0,6,0,0,0
60.0,5,0.0,641,816,0,1,0,5,1,0,0
60.0,6,0.0,493,1510,1208,2,0,8,2,0,547
63.0,7,0.0,0,935,677,2,1,8,1,0,28
85.0,8,410.0,0,1588,0,2,0,7,1,144,45
55.0,5,0.0,483,911,0,1,0,6,0,0,0
67.0,4,0.0,690,816,0,1,0,3,1,0,0
60.0,5,0.0,0,803,557,1,1,6,0,0,65
80.0,6,360.0,686,1350,0,2,0,6,1,0,16
87.0,5,564.0,0,1656,0,2,0,8,0,0,211
95.0,7,0.0,700,916,941,2,1,8,0,146,91
70.0,4,0.0,0,858,0,1,0,5,0,0,0
66.0,6,0.0,814,1114,0,1,0,6,0,0,78
69.0,8,149.0,0,1284,885,2,1,7,1,192,87
57.0,6,0.0,0,896,741,1,1,9,1,0,0
85.0,7,0.0,0,728,728,2,1,8,1,0,0
50.0,4,0.0,250,960,0,1,0,5,0,0,0
69.0,7,0.0,297,1568,0,2,0,9,1,0,80
93.0,8,100.0,80,1732,0,2,0,7,1,0,0
69.0,7,0.0,1443,1482,0,2,0,5,1,402,25
50.0,8,0.0,259,684,1215,2,0,8,0,0,54
91.0,5,368.0,500,1248,1296,2,2,12,0,0,0
70.0,6,318.0,319,858,858,1,1,8,1,0,84
50.0,6,0.0,0,698,390,1,0,4,0,210,0
56.0,8,579.0,816,2033,1185,2,1,9,1,283,86
69.0,7,0.0,735,992,873,2,1,7,1,0,184
102.0,7,143.0,0,570,698,3,0,8,1,0,98
69.0,5,65.0,340,864,0,1,0,5,0,0,0
69.0,5,0.0,734,1078,0,1,1,6,1,0,0
69.0,6,216.0,378,756,804,2,1,5,0,0,32
51.0,5,0.0,0,612,1611,3,1,8,0,183,0
69.0,4,0.0,0,715,457,2,0,7,1,55,0
73.0,6,0.0,0,616,796,2,1,6,1,0,36
69.0,7,0.0,533,814,860,2,1,7,0,0,96
68.0,7,158.0,633,873,908,2,1,7,0,0,88
41.0,5,0.0,548,757,550,2,0,6,1,104,26
69.0,6,170.0,685,848,0,1,0,4,0,140,0
48.0,8,171.0,370,1657,0,2,0,8,1,0,262
90.0,4,0.0,315,840,534,1,0,6,0,0,0
80.0,6,0.0,831,992,0,1,0,8,1,0,28
75.0,7,0.0,975,1108,989,2,1,8,1,253,170
69.0,10,705.0,1282,2633,0,2,1,8,2,314,140
85.0,7,0.0,0,1026,932,2,1,9,1,154,210
89.0,8,80.0,0,1571,0,2,0,7,1,100,36
52.0,6,0.0,384,768,0,1,0,4,0,0,141
60.0,5,0.0,408,984,620,2,0,6,0,0,68
73.0,5,0.0,0,384,640,2,1,7,0,100,0
45.0,3,0.0,203,864,0,1,0,5,0,0,0
69.0,6,0.0,865,1205,0,2,1,7,2,0,42
60.0,7,0.0,0,596,764,1,1,8,0,36,0
69.0,5,0.0,0,816,0,2,0,7,0,0,0
60.0,6,0.0,204,560,560,1,0,6,0,0,0
40.0,4,0.0,735,796,358,1,0,7,0,0,96
80.0,7,184.0,790,1392,1392,3,1,12,2,0,112
60.0,6,0.0,168,714,862,2,0,10,1,88,15
42.0,9,160.0,1320,1746,0,2,0,7,2,201,39
60.0,6,0.0,375,735,349,1,0,6,1,0,0
70.0,7,244.0,1400,1525,0,2,0,6,0,219,36
65.0,5,0.0,0,1584,0,2,0,8,0,0,152
68.0,5,0.0,769,864,0,1,0,6,1,175,144
60.0,6,0.0,0,482,691,2,0,7,1,0,25
53.0,7,45.0,1070,1356,0,2,0,6,1,161,20
88.0,8,245.0,0,1094,1349,2,1,9,1,144,39
69.0,5,0.0,353,747,0,1,0,7,2,0,0
51.0,5,0.0,0,939,574,1,1,8,0,24,0
60.0,5,0.0,180,1208,768,1,1,7,0,0,0
51.0,6,0.0,264,976,448,2,1,7,1,147,16
50.0,6,0.0,0,862,208,1,0,5,1,0,0
62.0,6,0.0,759,839,729,2,1,8,1,100,75
64.0,7,0.0,0,1286,0,2,0,6,1,168,55
49.0,8,84.0,929,1485,0,2,0,6,0,168,160
60.0,3,0.0,0,672,520,1,0,6,0,216,0
44.0,8,174.0,1373,1594,0,2,0,5,1,128,53
70.0,5,0.0,656,768,0,1,0,5,0,58,0
69.0,5,0.0,625,833,0,1,0,5,0,0,0
60.0,4,0.0,0,622,622,1,0,6,0,0,0
46.0,7,123.0,0,791,857,2,1,7,1,364,63
79.0,7,0.0,666,944,896,2,1,6,0,0,45
80.0,6,0.0,120,856,556,1,1,6,0,0,0
60.0,4,0.0,0,0,0,2,0,6,0,0,0
88.0,8,366.0,976,1844,0,2,0,7,1,165,44
64.0,6,0.0,0,833,795,1,1,8,1,0,0
51.0,7,130.0,988,1386,0,2,0,7,1,143,20
60.0,4,0.0,0,777,1044,2,0,11,0,0,0
69.0,8,731.0,781,1284,1140,2,1,7,1,0,126
71.0,5,0.0,25,1144,0,1,1,6,0,0,88
69.0,6,312.0,1110,1844,0,2,0,7,1,0,73
90.0,6,420.0,404,708,708,2,1,7,1,0,169
53.0,6,0.0,360,1069,0,2,0,4,1,0,55
37.0,6,170.0,686,848,0,1,0,3,0,140,0
69.0,6,0.0,0,697,626,2,0,8,1,586,236
69.0,5,0.0,457,1024,0,1,0,6,1,316,28
80.0,6,243.0,0,1252,0,1,0,7,0,0,39
81.0,7,448.0,1000,1223,904,2,1,5,2,171,132
60.0,5,0.0,580,913,510,1,1,6,1,0,0
60.0,5,294.0,510,788,0,1,0,4,2,0,0
69.0,6,310.0,678,1440,0,2,0,7,1,0,0
60.0,5,0.0,0,732,1104,2,1,7,1,100,40
69.0,6,0.0,958,958,0,2,0,5,0,0,60
60.0,4,0.0,0,656,0,2,0,5,0,0,0
93.0,6,318.0,0,936,830,2,1,8,1,0,0
80.0,5,0.0,936,1126,0,2,0,5,1,295,41
80.0,6,237.0,0,1319,0,1,1,7,1,0,36
60.0,4,0.0,616,864,0,1,0,5,0,0,0
96.0,8,426.0,1336,1932,0,2,0,7,1,0,66
90.0,6,0.0,600,912,0,1,0,6,0,0,158
80.0,7,96.0,315,539,685,2,1,6,1,0,88
79.0,6,0.0,0,588,748,2,0,11,1,431,0
69.0,6,147.0,697,848,0,1,0,3,1,149,0
85.0,10,160.0,765,1017,981,2,1,10,1,168,52
69.0,6,0.0,0,952,0,1,0,4,1,0,98
63.0,7,106.0,0,1422,0,2,0,7,0,192,60
70.0,6,0.0,187,814,0,1,0,6,0,0,0
69.0,5,189.0,593,1188,0,1,0,6,0,261,39
80.0,8,438.0,1079,1220,870,2,1,8,1,0,65
70.0,4,0.0,0,560,550,1,1,6,0,168,24
60.0,5,0.0,0,896,896,2,2,8,0,32,45
78.0,8,194.0,0,1573,0,2,0,7,1,0,36
35.0,5,80.0,547,547,0,1,0,5,0,0,28
90.0,5,0.0,0,1140,0,1,0,6,0,36,56
62.0,7,0.0,410,1221,0,2,0,6,0,0,113
62.0,6,0.0,0,953,694,2,1,7,1,0,40
85.0,6,119.0,790,1542,0,2,0,7,2,349,0
66.0,7,0.0,275,1152,1152,2,0,9,2,0,60
68.0,5,0.0,49,1078,0,1,0,5,0,366,0
75.0,5,0.0,830,1256,0,1,1,6,0,736,68
